Region,Basin,mean dH,smooth dH,Dates,dates
East,K-A,0.1727,0.1066,2002,2002-09-09 23:59:59.999999
East,K-A,0.074,0.1096,2003,2003-01-28 00:00:00.000002
East,K-A,0.1835,0.109,2003,2003-06-16 23:59:59.999998
East,K-A,0.1518,0.1055,2003,2003-11-03 23:36:23.606560
East,K-A,0.102,0.101,2004,2004-03-23 00:00:00.000003
East,K-A,0.0429,0.0983,2004,2004-08-10 00:00:00.000003
East,K-A,0.0139,0.1005,2004,2004-12-28 02:10:11.506853
East,K-A,0.0705,0.1099,2005,2005-05-17 00:00:00.000001
East,K-A,0.1025,0.1275,2005,2005-10-03 23:59:59.999997
East,K-A,0.0641,0.1529,2006,2006-02-21 00:00:00.000000
East,K-A,0.1962,0.1843,2006,2006-07-10 23:59:59.999996
East,K-A,0.245,0.2193,2006,2006-11-28 00:00:00.000000
East,K-A,0.237,0.2554,2007,2007-04-17 00:00:00.000003
East,K-A,0.3591,0.2905,2007,2007-09-03 23:59:59.999999
East,K-A,0.2714,0.323,2008,2008-01-21 22:23:20.547944
East,K-A,0.4196,0.3523,2008,2008-06-10 00:00:00.000001
East,K-A,0.4478,0.3781,2008,2008-10-28 00:09:51.780823
East,K-A,0.3045,0.4005,2009,2009-03-16 23:59:59.999999
East,K-A,0.4672,0.4198,2009,2009-08-04 00:00:00.000002
East,K-A,0.4423,0.436,2009,2009-12-21 23:59:59.999998
East,K-A,0.4991,0.4493,2010,2010-05-11 00:00:00.000001
East,K-A,0.5062,0.4602,2010,2010-09-27 23:59:59.999998
East,K-A,0.3952,0.4691,2011,2011-02-15 00:00:00.000001
East,K-A,0.4912,0.4769,2011,2011-07-04 23:59:59.999997
East,K-A,0.5055,0.4844,2011,2011-11-21 23:00:59.016390
East,K-A,0.4733,0.4923,2012,2012-04-09 23:59:59.999999
East,K-A,0.511,0.5008,2012,2012-08-27 23:59:59.999999
East,K-A,0.4768,0.5099,2013,2013-01-15 01:50:09.836063
East,K-A,0.5034,0.519,2013,2013-06-04 00:00:00.000000
East,K-A,0.5744,0.5277,2013,2013-10-22 00:00:00.000003
East,K-A,0.5347,0.5351,2014,2014-03-10 23:59:59.999999
East,K-A,0.587,0.5411,2014,2014-07-29 00:00:00.000003
East,K-A,0.5248,0.5457,2014,2014-12-15 23:59:59.999999
East,K-A,0.5329,0.5492,2015,2015-05-05 00:00:00.000002
East,K-A,0.5756,0.5523,2015,2015-09-21 23:59:59.999998
East,K-A,0.5008,0.5553,2016,2016-02-08 22:58:50.958904
East,K-A,0.616,0.5584,2016,2016-06-27 23:59:59.999997
East,K-A,0.5577,0.562,2016,2016-11-15 00:45:22.191783
East,K-A,0.561,0.5661,2017,2017-04-03 23:59:59.999998
East,K-A,0.5408,0.5709,2017,2017-08-22 00:00:00.000001
East,K-A,0.5341,0.576,2018,2018-01-08 23:59:59.999997
East,K-A,0.6161,0.5813,2018,2018-05-29 00:00:00.000000
East,K-A,0.6679,0.5862,2018,2018-10-15 23:59:59.999996
East,K-A,0.5507,0.5909,2019,2019-03-05 00:00:00.000000
East,K-A,0.5706,0.5958,2019,2019-07-23 00:00:00.000003
East,K-A,0.583,0.6017,2019,2019-12-09 22:25:34.426227
East,K-A,0.6129,0.6093,2020,2020-04-28 00:00:00.000002
East,K-A,0.6303,0.6193,2020,2020-09-15 00:00:00.000002
East,K-A,0.5713,0.6319,2021,2021-02-02 01:14:45.245900
East,K-A,0.6459,0.6469,2021,2021-06-21 23:59:59.999999
East,K-A,0.6557,0.6641,2021,2021-11-09 00:00:00.000002
East,K-A,0.6906,0.6833,2022,2022-03-28 23:59:59.999998
East,K-A,0.7475,0.7044,2022,2022-08-16 00:00:00.000001
East,K-A,0.6684,0.7268,2023,2023-01-02 23:59:59.999997
East,K-A,0.6819,0.7496,2023,2023-05-23 00:00:00.000001
East,K-A,0.8153,0.7707,2023,2023-10-09 23:59:59.999997
East,K-A,0.7875,0.7874,2024,2024-02-26 23:34:21.369864
East,K-A,0.9277,0.7966,2024,2024-07-16 00:00:00.000000
West,J-Jpp,0.0,0.09,1995,1995-05-29 23:59:59.999999
West,J-Jpp,0.0404,0.0986,1995,1995-10-17 00:00:00.000002
West,J-Jpp,0.0927,0.1143,1996,1996-03-04 23:48:09.863014
West,J-Jpp,0.2392,0.1344,1996,1996-07-23 00:00:00.000000
West,J-Jpp,0.1499,0.1568,1996,1996-12-10 01:34:41.095893
West,J-Jpp,0.1299,0.18,1997,1997-04-29 00:00:00.000002
West,J-Jpp,0.2481,0.2036,1997,1997-09-15 23:59:59.999998
West,J-Jpp,0.184,0.2278,1998,1998-02-03 00:00:00.000002
West,J-Jpp,0.2426,0.253,1998,1998-06-22 23:59:59.999998
West,J-Jpp,0.2897,0.2791,1998,1998-11-10 00:00:00.000001
West,J-Jpp,0.2755,0.3055,1999,1999-03-29 23:59:59.999997
West,J-Jpp,0.3513,0.3311,1999,1999-08-17 00:00:00.000000
West,J-Jpp,0.3969,0.3552,2000,2000-01-03 21:47:50.136984
West,J-Jpp,0.3883,0.3771,2000,2000-05-22 23:59:59.999998
West,J-Jpp,0.4409,0.3972,2000,2000-10-09 23:59:59.999999
West,J-Jpp,0.4039,0.4163,2001,2001-02-27 00:25:34.426228
West,J-Jpp,0.3461,0.4353,2001,2001-07-17 00:00:00.000003
West,J-Jpp,0.4754,0.4548,2001,2001-12-03 23:59:59.999999
West,J-Jpp,0.489,0.4747,2002,2002-04-23 00:00:00.000003
West,J-Jpp,0.5203,0.4945,2002,2002-09-09 23:59:59.999999
West,J-Jpp,0.4947,0.5137,2003,2003-01-28 00:00:00.000002
West,J-Jpp,0.5794,0.5321,2003,2003-06-16 23:59:59.999998
West,J-Jpp,0.5309,0.5499,2003,2003-11-03 23:36:23.606560
West,J-Jpp,0.5458,0.5679,2004,2004-03-23 00:00:00.000003
West,J-Jpp,0.5923,0.5869,2004,2004-08-10 00:00:00.000003
West,J-Jpp,0.6013,0.6072,2004,2004-12-28 02:10:11.506853
West,J-Jpp,0.5689,0.6291,2005,2005-05-17 00:00:00.000001
West,J-Jpp,0.6924,0.6522,2005,2005-10-03 23:59:59.999997
West,J-Jpp,0.6659,0.6756,2006,2006-02-21 00:00:00.000000
West,J-Jpp,0.7181,0.6988,2006,2006-07-10 23:59:59.999996
West,J-Jpp,0.7504,0.7213,2006,2006-11-28 00:00:00.000000
West,J-Jpp,0.7088,0.7431,2007,2007-04-17 00:00:00.000003
West,J-Jpp,0.7863,0.7647,2007,2007-09-03 23:59:59.999999
West,J-Jpp,0.7844,0.7864,2008,2008-01-21 22:23:20.547944
West,J-Jpp,0.7651,0.8089,2008,2008-06-10 00:00:00.000001
West,J-Jpp,0.8351,0.8324,2008,2008-10-28 00:09:51.780823
West,J-Jpp,0.8694,0.8571,2009,2009-03-16 23:59:59.999999
West,J-Jpp,0.9194,0.8832,2009,2009-08-04 00:00:00.000002
West,J-Jpp,0.8725,0.9108,2009,2009-12-21 23:59:59.999998
West,J-Jpp,0.8693,0.9395,2010,2010-05-11 00:00:00.000001
West,J-Jpp,0.9467,0.9681,2010,2010-09-27 23:59:59.999998
West,J-Jpp,1.0771,0.9948,2011,2011-02-15 00:00:00.000001
West,J-Jpp,1.085,1.018,2011,2011-07-04 23:59:59.999997
West,J-Jpp,1.0745,1.0366,2011,2011-11-21 23:00:59.016390
West,J-Jpp,1.054,1.0506,2012,2012-04-09 23:59:59.999999
West,J-Jpp,1.0643,1.0614,2012,2012-08-27 23:59:59.999999
West,J-Jpp,1.0554,1.071,2013,2013-01-15 01:50:09.836063
West,J-Jpp,1.0425,1.0812,2013,2013-06-04 00:00:00.000000
West,J-Jpp,1.105,1.0936,2013,2013-10-22 00:00:00.000003
West,J-Jpp,1.0719,1.109,2014,2014-03-10 23:59:59.999999
West,J-Jpp,1.112,1.1274,2014,2014-07-29 00:00:00.000003
West,J-Jpp,1.1484,1.1487,2014,2014-12-15 23:59:59.999999
West,J-Jpp,1.1576,1.1721,2015,2015-05-05 00:00:00.000002
West,J-Jpp,1.1958,1.1971,2015,2015-09-21 23:59:59.999998
West,J-Jpp,1.2291,1.223,2016,2016-02-08 22:58:50.958904
West,J-Jpp,1.2374,1.2493,2016,2016-06-27 23:59:59.999997
West,J-Jpp,1.3054,1.2758,2016,2016-11-15 00:45:22.191783
West,J-Jpp,1.2989,1.3026,2017,2017-04-03 23:59:59.999998
West,J-Jpp,1.3028,1.33,2017,2017-08-22 00:00:00.000001
West,J-Jpp,1.3634,1.3582,2018,2018-01-08 23:59:59.999997
West,J-Jpp,1.3508,1.3873,2018,2018-05-29 00:00:00.000000
West,J-Jpp,1.4278,1.4168,2018,2018-10-15 23:59:59.999996
West,J-Jpp,1.472,1.4462,2019,2019-03-05 00:00:00.000000
West,J-Jpp,1.4899,1.475,2019,2019-07-23 00:00:00.000003
West,J-Jpp,1.5093,1.5028,2019,2019-12-09 22:25:34.426227
West,J-Jpp,1.5124,1.5296,2020,2020-04-28 00:00:00.000002
West,J-Jpp,1.5428,1.5555,2020,2020-09-15 00:00:00.000002
West,J-Jpp,1.6191,1.5806,2021,2021-02-02 01:14:45.245900
West,J-Jpp,1.6071,1.6052,2021,2021-06-21 23:59:59.999999
West,J-Jpp,1.6181,1.6293,2021,2021-11-09 00:00:00.000002
West,J-Jpp,1.6518,1.6531,2022,2022-03-28 23:59:59.999998
West,J-Jpp,1.6624,1.6764,2022,2022-08-16 00:00:00.000001
West,J-Jpp,1.7236,1.6986,2023,2023-01-02 23:59:59.999997
West,J-Jpp,1.7031,1.7187,2023,2023-05-23 00:00:00.000001
West,J-Jpp,1.7742,1.7355,2023,2023-10-09 23:59:59.999997
West,J-Jpp,1.7969,1.7477,2024,2024-02-26 23:34:21.369864
West,J-Jpp,1.7781,1.754,2024,2024-07-16 00:00:00.000000
Peninsula,Ipp-J,0.0,-0.2461,1995,1995-05-29 23:59:59.999999
Peninsula,Ipp-J,-0.3639,-0.2245,1995,1995-10-17 00:00:00.000002
Peninsula,Ipp-J,-0.6161,-0.1822,1996,1996-03-04 23:48:09.863014
Peninsula,Ipp-J,-0.6932,-0.1229,1996,1996-07-23 00:00:00.000000
Peninsula,Ipp-J,-0.0924,-0.0544,1996,1996-12-10 01:34:41.095893
Peninsula,Ipp-J,0.7699,0.0136,1997,1997-04-29 00:00:00.000002
Peninsula,Ipp-J,0.8822,0.0737,1997,1997-09-15 23:59:59.999998
Peninsula,Ipp-J,-0.5896,0.1252,1998,1998-02-03 00:00:00.000002
Peninsula,Ipp-J,-0.0565,0.1719,1998,1998-06-22 23:59:59.999998
Peninsula,Ipp-J,0.0288,0.2189,1998,1998-11-10 00:00:00.000001
Peninsula,Ipp-J,0.1399,0.2676,1999,1999-03-29 23:59:59.999997
Peninsula,Ipp-J,1.0586,0.3152,1999,1999-08-17 00:00:00.000000
Peninsula,Ipp-J,0.0572,0.3579,2000,2000-01-03 21:47:50.136984
Peninsula,Ipp-J,0.6572,0.3937,2000,2000-05-22 23:59:59.999998
Peninsula,Ipp-J,0.4158,0.4245,2000,2000-10-09 23:59:59.999999
Peninsula,Ipp-J,0.0542,0.455,2001,2001-02-27 00:25:34.426228
Peninsula,Ipp-J,0.5285,0.4898,2001,2001-07-17 00:00:00.000003
Peninsula,Ipp-J,0.7795,0.5327,2001,2001-12-03 23:59:59.999999
Peninsula,Ipp-J,0.2935,0.5855,2002,2002-04-23 00:00:00.000003
Peninsula,Ipp-J,0.8133,0.6483,2002,2002-09-09 23:59:59.999999
Peninsula,Ipp-J,0.2895,0.7192,2003,2003-01-28 00:00:00.000002
Peninsula,Ipp-J,0.9228,0.7941,2003,2003-06-16 23:59:59.999998
Peninsula,Ipp-J,0.9827,0.8671,2003,2003-11-03 23:36:23.606560
Peninsula,Ipp-J,1.0855,0.9313,2004,2004-03-23 00:00:00.000003
Peninsula,Ipp-J,1.0626,0.9808,2004,2004-08-10 00:00:00.000003
Peninsula,Ipp-J,1.0109,1.0121,2004,2004-12-28 02:10:11.506853
Peninsula,Ipp-J,1.28,1.0253,2005,2005-05-17 00:00:00.000001
Peninsula,Ipp-J,1.1313,1.0243,2005,2005-10-03 23:59:59.999997
Peninsula,Ipp-J,1.0006,1.0148,2006,2006-02-21 00:00:00.000000
Peninsula,Ipp-J,0.8434,1.0033,2006,2006-07-10 23:59:59.999996
Peninsula,Ipp-J,0.7452,0.9937,2006,2006-11-28 00:00:00.000000
Peninsula,Ipp-J,0.9989,0.987,2007,2007-04-17 00:00:00.000003
Peninsula,Ipp-J,1.332,0.9813,2007,2007-09-03 23:59:59.999999
Peninsula,Ipp-J,0.7741,0.9745,2008,2008-01-21 22:23:20.547944
Peninsula,Ipp-J,1.2234,0.966,2008,2008-06-10 00:00:00.000001
Peninsula,Ipp-J,0.9128,0.9584,2008,2008-10-28 00:09:51.780823
Peninsula,Ipp-J,0.7098,0.9555,2009,2009-03-16 23:59:59.999999
Peninsula,Ipp-J,0.9064,0.9604,2009,2009-08-04 00:00:00.000002
Peninsula,Ipp-J,0.7693,0.9736,2009,2009-12-21 23:59:59.999998
Peninsula,Ipp-J,1.1866,0.9924,2010,2010-05-11 00:00:00.000001
Peninsula,Ipp-J,1.0357,1.0124,2010,2010-09-27 23:59:59.999998
Peninsula,Ipp-J,1.1188,1.0294,2011,2011-02-15 00:00:00.000001
Peninsula,Ipp-J,1.1174,1.0412,2011,2011-07-04 23:59:59.999997
Peninsula,Ipp-J,1.0441,1.0481,2011,2011-11-21 23:00:59.016390
Peninsula,Ipp-J,0.9321,1.0514,2012,2012-04-09 23:59:59.999999
Peninsula,Ipp-J,1.0415,1.053,2012,2012-08-27 23:59:59.999999
Peninsula,Ipp-J,1.1002,1.0539,2013,2013-01-15 01:50:09.836063
Peninsula,Ipp-J,1.1663,1.0546,2013,2013-06-04 00:00:00.000000
Peninsula,Ipp-J,0.9726,1.0556,2013,2013-10-22 00:00:00.000003
Peninsula,Ipp-J,1.0663,1.0575,2014,2014-03-10 23:59:59.999999
Peninsula,Ipp-J,1.0076,1.0606,2014,2014-07-29 00:00:00.000003
Peninsula,Ipp-J,0.97,1.0649,2014,2014-12-15 23:59:59.999999
Peninsula,Ipp-J,1.1896,1.0693,2015,2015-05-05 00:00:00.000002
Peninsula,Ipp-J,1.1163,1.0728,2015,2015-09-21 23:59:59.999998
Peninsula,Ipp-J,1.0359,1.0744,2016,2016-02-08 22:58:50.958904
Peninsula,Ipp-J,1.1407,1.0745,2016,2016-06-27 23:59:59.999997
Peninsula,Ipp-J,1.0806,1.0741,2016,2016-11-15 00:45:22.191783
Peninsula,Ipp-J,1.0148,1.0746,2017,2017-04-03 23:59:59.999998
Peninsula,Ipp-J,0.9432,1.0764,2017,2017-08-22 00:00:00.000001
Peninsula,Ipp-J,1.1041,1.0792,2018,2018-01-08 23:59:59.999997
Peninsula,Ipp-J,1.2121,1.0819,2018,2018-05-29 00:00:00.000000
Peninsula,Ipp-J,1.1762,1.0835,2018,2018-10-15 23:59:59.999996
Peninsula,Ipp-J,1.0036,1.0842,2019,2019-03-05 00:00:00.000000
Peninsula,Ipp-J,1.0096,1.0846,2019,2019-07-23 00:00:00.000003
Peninsula,Ipp-J,1.0356,1.0859,2019,2019-12-09 22:25:34.426227
Peninsula,Ipp-J,1.1553,1.0885,2020,2020-04-28 00:00:00.000002
Peninsula,Ipp-J,1.1511,1.0928,2020,2020-09-15 00:00:00.000002
Peninsula,Ipp-J,1.042,1.0985,2021,2021-02-02 01:14:45.245900
Peninsula,Ipp-J,1.0692,1.1055,2021,2021-06-21 23:59:59.999999
Peninsula,Ipp-J,1.0623,1.114,2021,2021-11-09 00:00:00.000002
Peninsula,Ipp-J,1.2074,1.1241,2022,2022-03-28 23:59:59.999998
Peninsula,Ipp-J,1.1706,1.136,2022,2022-08-16 00:00:00.000001
Peninsula,Ipp-J,1.0334,1.1496,2023,2023-01-02 23:59:59.999997
Peninsula,Ipp-J,1.1942,1.1644,2023,2023-05-23 00:00:00.000001
Peninsula,Ipp-J,1.1154,1.1789,2023,2023-10-09 23:59:59.999997
Peninsula,Ipp-J,1.1997,1.1909,2024,2024-02-26 23:34:21.369864
Peninsula,Ipp-J,1.3279,1.1977,2024,2024-07-16 00:00:00.000000
Peninsula,I-Ipp,0.0,1.6857,1995,1995-05-29 23:59:59.999999
Peninsula,I-Ipp,1.8015,1.6909,1995,1995-10-17 00:00:00.000002
Peninsula,I-Ipp,2.2034,1.6762,1996,1996-03-04 23:48:09.863014
Peninsula,I-Ipp,5.355,1.6093,1996,1996-07-23 00:00:00.000000
Peninsula,I-Ipp,0.5286,1.4755,1996,1996-12-10 01:34:41.095893
Peninsula,I-Ipp,1.1505,1.2897,1997,1997-04-29 00:00:00.000002
Peninsula,I-Ipp,0.8255,1.0923,1997,1997-09-15 23:59:59.999998
Peninsula,I-Ipp,0.414,0.9293,1998,1998-02-03 00:00:00.000002
Peninsula,I-Ipp,-0.8139,0.8318,1998,1998-06-22 23:59:59.999998
Peninsula,I-Ipp,0.4137,0.8049,1998,1998-11-10 00:00:00.000001
Peninsula,I-Ipp,1.017,0.8302,1999,1999-03-29 23:59:59.999997
Peninsula,I-Ipp,2.018,0.8797,1999,1999-08-17 00:00:00.000000
Peninsula,I-Ipp,1.5218,0.9311,2000,2000-01-03 21:47:50.136984
Peninsula,I-Ipp,0.4544,0.9761,2000,2000-05-22 23:59:59.999998
Peninsula,I-Ipp,0.4574,1.0187,2000,2000-10-09 23:59:59.999999
Peninsula,I-Ipp,0.7686,1.0663,2001,2001-02-27 00:25:34.426228
Peninsula,I-Ipp,1.1038,1.1219,2001,2001-07-17 00:00:00.000003
Peninsula,I-Ipp,1.5129,1.1822,2001,2001-12-03 23:59:59.999999
Peninsula,I-Ipp,1.749,1.2413,2002,2002-04-23 00:00:00.000003
Peninsula,I-Ipp,1.4298,1.2953,2002,2002-09-09 23:59:59.999999
Peninsula,I-Ipp,0.5892,1.344,2003,2003-01-28 00:00:00.000002
Peninsula,I-Ipp,1.3448,1.3888,2003,2003-06-16 23:59:59.999998
Peninsula,I-Ipp,1.5568,1.4306,2003,2003-11-03 23:36:23.606560
Peninsula,I-Ipp,1.9684,1.4687,2004,2004-03-23 00:00:00.000003
Peninsula,I-Ipp,1.7412,1.5031,2004,2004-08-10 00:00:00.000003
Peninsula,I-Ipp,0.594,1.5356,2004,2004-12-28 02:10:11.506853
Peninsula,I-Ipp,2.2085,1.569,2005,2005-05-17 00:00:00.000001
Peninsula,I-Ipp,1.6025,1.6043,2005,2005-10-03 23:59:59.999997
Peninsula,I-Ipp,0.8323,1.6371,2006,2006-02-21 00:00:00.000000
Peninsula,I-Ipp,2.2051,1.6574,2006,2006-07-10 23:59:59.999996
Peninsula,I-Ipp,1.7041,1.6523,2006,2006-11-28 00:00:00.000000
Peninsula,I-Ipp,2.3692,1.612,2007,2007-04-17 00:00:00.000003
Peninsula,I-Ipp,2.173,1.5355,2007,2007-09-03 23:59:59.999999
Peninsula,I-Ipp,1.0176,1.4327,2008,2008-01-21 22:23:20.547944
Peninsula,I-Ipp,1.1554,1.3207,2008,2008-06-10 00:00:00.000001
Peninsula,I-Ipp,0.7778,1.2168,2008,2008-10-28 00:09:51.780823
Peninsula,I-Ipp,0.829,1.1316,2009,2009-03-16 23:59:59.999999
Peninsula,I-Ipp,1.4502,1.0658,2009,2009-08-04 00:00:00.000002
Peninsula,I-Ipp,0.5438,1.0119,2009,2009-12-21 23:59:59.999998
Peninsula,I-Ipp,1.2286,0.9593,2010,2010-05-11 00:00:00.000001
Peninsula,I-Ipp,1.5865,0.9006,2010,2010-09-27 23:59:59.999998
Peninsula,I-Ipp,0.6493,0.8341,2011,2011-02-15 00:00:00.000001
Peninsula,I-Ipp,0.3519,0.7643,2011,2011-07-04 23:59:59.999997
Peninsula,I-Ipp,0.878,0.6984,2011,2011-11-21 23:00:59.016390
Peninsula,I-Ipp,0.3698,0.6422,2012,2012-04-09 23:59:59.999999
Peninsula,I-Ipp,0.4835,0.5983,2012,2012-08-27 23:59:59.999999
Peninsula,I-Ipp,0.7032,0.5646,2013,2013-01-15 01:50:09.836063
Peninsula,I-Ipp,0.4565,0.5367,2013,2013-06-04 00:00:00.000000
Peninsula,I-Ipp,0.683,0.5088,2013,2013-10-22 00:00:00.000003
Peninsula,I-Ipp,0.3468,0.4766,2014,2014-03-10 23:59:59.999999
Peninsula,I-Ipp,0.5026,0.4374,2014,2014-07-29 00:00:00.000003
Peninsula,I-Ipp,0.623,0.3919,2014,2014-12-15 23:59:59.999999
Peninsula,I-Ipp,0.4278,0.344,2015,2015-05-05 00:00:00.000002
Peninsula,I-Ipp,0.0653,0.3,2015,2015-09-21 23:59:59.999998
Peninsula,I-Ipp,0.1173,0.2672,2016,2016-02-08 22:58:50.958904
Peninsula,I-Ipp,0.0659,0.2512,2016,2016-06-27 23:59:59.999997
Peninsula,I-Ipp,0.2611,0.2539,2016,2016-11-15 00:45:22.191783
Peninsula,I-Ipp,0.0562,0.2727,2017,2017-04-03 23:59:59.999998
Peninsula,I-Ipp,0.3745,0.3008,2017,2017-08-22 00:00:00.000001
Peninsula,I-Ipp,0.3274,0.3288,2018,2018-01-08 23:59:59.999997
Peninsula,I-Ipp,0.4728,0.3475,2018,2018-05-29 00:00:00.000000
Peninsula,I-Ipp,0.6713,0.3509,2018,2018-10-15 23:59:59.999996
Peninsula,I-Ipp,0.3956,0.3383,2019,2019-03-05 00:00:00.000000
Peninsula,I-Ipp,0.48,0.3152,2019,2019-07-23 00:00:00.000003
Peninsula,I-Ipp,0.0767,0.2927,2019,2019-12-09 22:25:34.426227
Peninsula,I-Ipp,0.1317,0.2837,2020,2020-04-28 00:00:00.000002
Peninsula,I-Ipp,0.0235,0.2993,2020,2020-09-15 00:00:00.000002
Peninsula,I-Ipp,0.0839,0.3444,2021,2021-02-02 01:14:45.245900
Peninsula,I-Ipp,0.1533,0.416,2021,2021-06-21 23:59:59.999999
Peninsula,I-Ipp,0.5736,0.5037,2021,2021-11-09 00:00:00.000002
Peninsula,I-Ipp,0.7348,0.5932,2022,2022-03-28 23:59:59.999998
Peninsula,I-Ipp,1.0036,0.671,2022,2022-08-16 00:00:00.000001
Peninsula,I-Ipp,0.9628,0.7282,2023,2023-01-02 23:59:59.999997
Peninsula,I-Ipp,0.8937,0.7631,2023,2023-05-23 00:00:00.000001
Peninsula,I-Ipp,0.6293,0.7795,2023,2023-10-09 23:59:59.999997
Peninsula,I-Ipp,0.7578,0.7847,2024,2024-02-26 23:34:21.369864
Peninsula,I-Ipp,0.7989,0.7852,2024,2024-07-16 00:00:00.000000
Peninsula,Hp-I,0.0,0.276,1995,1995-05-29 23:59:59.999999
Peninsula,Hp-I,0.4083,0.2975,1995,1995-10-17 00:00:00.000002
Peninsula,Hp-I,0.4052,0.3394,1996,1996-03-04 23:48:09.863014
Peninsula,Hp-I,-0.12,0.3993,1996,1996-07-23 00:00:00.000000
Peninsula,Hp-I,0.6654,0.4745,1996,1996-12-10 01:34:41.095893
Peninsula,Hp-I,0.6056,0.5615,1997,1997-04-29 00:00:00.000002
Peninsula,Hp-I,0.6407,0.6571,1997,1997-09-15 23:59:59.999998
Peninsula,Hp-I,0.5425,0.7586,1998,1998-02-03 00:00:00.000002
Peninsula,Hp-I,0.9883,0.8634,1998,1998-06-22 23:59:59.999998
Peninsula,Hp-I,1.0216,0.9691,1998,1998-11-10 00:00:00.000001
Peninsula,Hp-I,1.0313,1.0734,1999,1999-03-29 23:59:59.999997
Peninsula,Hp-I,1.1837,1.1738,1999,1999-08-17 00:00:00.000000
Peninsula,Hp-I,1.2645,1.2684,2000,2000-01-03 21:47:50.136984
Peninsula,Hp-I,1.4976,1.3556,2000,2000-05-22 23:59:59.999998
Peninsula,Hp-I,1.6112,1.4354,2000,2000-10-09 23:59:59.999999
Peninsula,Hp-I,1.3313,1.5083,2001,2001-02-27 00:25:34.426228
Peninsula,Hp-I,1.672,1.5756,2001,2001-07-17 00:00:00.000003
Peninsula,Hp-I,1.4737,1.6376,2001,2001-12-03 23:59:59.999999
Peninsula,Hp-I,1.75,1.694,2002,2002-04-23 00:00:00.000003
Peninsula,Hp-I,2.0583,1.7442,2002,2002-09-09 23:59:59.999999
Peninsula,Hp-I,1.6938,1.7884,2003,2003-01-28 00:00:00.000002
Peninsula,Hp-I,1.8881,1.8286,2003,2003-06-16 23:59:59.999998
Peninsula,Hp-I,1.7778,1.868,2003,2003-11-03 23:36:23.606560
Peninsula,Hp-I,1.7582,1.9095,2004,2004-03-23 00:00:00.000003
Peninsula,Hp-I,2.0739,1.9549,2004,2004-08-10 00:00:00.000003
Peninsula,Hp-I,1.9032,2.0031,2004,2004-12-28 02:10:11.506853
Peninsula,Hp-I,2.0212,2.0502,2005,2005-05-17 00:00:00.000001
Peninsula,Hp-I,2.1672,2.0908,2005,2005-10-03 23:59:59.999997
Peninsula,Hp-I,2.2705,2.1187,2006,2006-02-21 00:00:00.000000
Peninsula,Hp-I,2.304,2.1295,2006,2006-07-10 23:59:59.999996
Peninsula,Hp-I,2.2474,2.1217,2006,2006-11-28 00:00:00.000000
Peninsula,Hp-I,2.2346,2.0972,2007,2007-04-17 00:00:00.000003
Peninsula,Hp-I,1.944,2.0608,2007,2007-09-03 23:59:59.999999
Peninsula,Hp-I,1.9812,2.0187,2008,2008-01-21 22:23:20.547944
Peninsula,Hp-I,1.9507,1.9769,2008,2008-06-10 00:00:00.000001
Peninsula,Hp-I,1.9472,1.941,2008,2008-10-28 00:09:51.780823
Peninsula,Hp-I,1.8432,1.9153,2009,2009-03-16 23:59:59.999999
Peninsula,Hp-I,1.9276,1.9032,2009,2009-08-04 00:00:00.000002
Peninsula,Hp-I,1.5903,1.906,2009,2009-12-21 23:59:59.999998
Peninsula,Hp-I,1.8649,1.9218,2010,2010-05-11 00:00:00.000001
Peninsula,Hp-I,1.7968,1.9452,2010,2010-09-27 23:59:59.999998
Peninsula,Hp-I,2.2224,1.9682,2011,2011-02-15 00:00:00.000001
Peninsula,Hp-I,2.1484,1.9822,2011,2011-07-04 23:59:59.999997
Peninsula,Hp-I,2.1317,1.9813,2011,2011-11-21 23:00:59.016390
Peninsula,Hp-I,2.046,1.9634,2012,2012-04-09 23:59:59.999999
Peninsula,Hp-I,1.9727,1.9312,2012,2012-08-27 23:59:59.999999
Peninsula,Hp-I,1.7942,1.8903,2013,2013-01-15 01:50:09.836063
Peninsula,Hp-I,1.9089,1.8479,2013,2013-06-04 00:00:00.000000
Peninsula,Hp-I,1.7475,1.8109,2013,2013-10-22 00:00:00.000003
Peninsula,Hp-I,1.5986,1.785,2014,2014-03-10 23:59:59.999999
Peninsula,Hp-I,1.7511,1.7747,2014,2014-07-29 00:00:00.000003
Peninsula,Hp-I,1.6583,1.7819,2014,2014-12-15 23:59:59.999999
Peninsula,Hp-I,1.7593,1.8062,2015,2015-05-05 00:00:00.000002
Peninsula,Hp-I,1.6927,1.8442,2015,2015-09-21 23:59:59.999998
Peninsula,Hp-I,1.7728,1.8895,2016,2016-02-08 22:58:50.958904
Peninsula,Hp-I,2.0745,1.9334,2016,2016-06-27 23:59:59.999997
Peninsula,Hp-I,2.205,1.9675,2016,2016-11-15 00:45:22.191783
Peninsula,Hp-I,2.1409,1.9855,2017,2017-04-03 23:59:59.999998
Peninsula,Hp-I,2.1314,1.9856,2017,2017-08-22 00:00:00.000001
Peninsula,Hp-I,1.9615,1.9703,2018,2018-01-08 23:59:59.999997
Peninsula,Hp-I,1.884,1.9457,2018,2018-05-29 00:00:00.000000
Peninsula,Hp-I,1.9412,1.9188,2018,2018-10-15 23:59:59.999996
Peninsula,Hp-I,1.7298,1.896,2019,2019-03-05 00:00:00.000000
